QGC WPL 110
0	0	0	16	0.0	0.0	0.0	0.0	-35.3632621765	149.165237427	584.0	1
1	0	3	22	15.0	0.0	0.0	0.0	0.0	0.0	30.0	1
2	0	3	16	0.0	0.0	0.0	0.0	-35.36299262    149.16522365	30.0	1
3	0	3	16	0.0	0.0	0.0	0.0	-35.36087040    149.16515480	30.0	1
4	0	3	16	0.0	0.0	0.0	0.0	-35.36085917    149.16403952	30.0	1
5	0	3	16	0.0	0.0	0.0	0.0	-35.36329579    149.16402576	30.0	1
6	0	3	16	0.0	0.0	0.0	0.0	-35.36209170    149.16612559	25.0	1
7	0	3	16	0.0	0.0	0.0	0.0	-35.36450521    149.16852521	40.0	1
8	0	3	16	0.0	0.0	0.0	0.0	-35.36201123    149.16452393	30.0	1
9	0	3	16	0.0	0.0	0.0	0.0	-35.36502512    149.16452574	45.0	1
10	0	3	16	0.0	0.0	0.0	0.0	-35.36005575    149.16352566	30.0	1
11	0	3	16	0.0	0.0	0.0	0.0	-35.36277283    149.16302598	15.0	1
12	0	3	16	0.0	0.0	0.0	0.0	-35.36087040    149.16515480	30.0	1
