QGC WPL 110
0	1	0	16	0	0	0	0	40.072842	-105.230575	0.000000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	10.000000	1
2	0	3	16	5.00000000	0.00000000	0.00000000	0.00000000	-35.36257510	149.1689962	50.000000	1
3	0	3	203	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
4	0	3	16	1.00000000	0.00000000	0.00000000	0.00000000	-35.36557510	149.1689962	50.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	-35.36657510	149.1689962	30.000000	1
6	0	3	178	1.00000000	5.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	-35.36857510	149.1680962	50.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	-35.36157510	149.1692962	50.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	-35.37557510	149.1699962	50.000000	1
